scenario,is_conflict,number_of_conflicts,places_of_conflicts,conflict_vehicles,decisions,priority_order,waiting_times
"{""vehicles_scenario"": [{""vehicle_id"": ""V9312"", ""lane"": ""5"", ""speed"": 40.43325824842408, ""distance_to_intersection"": 308.85446804039657, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V1775"", ""lane"": ""3"", ""speed"": 35.226775870769245, ""distance_to_intersection"": 390.6682835973231, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V7417"", ""lane"": ""5"", ""speed"": 39.855479151138994, ""distance_to_intersection"": 410.81424797811195, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V6112"", ""lane"": ""3"", ""speed"": 76.14534124263795, ""distance_to_intersection"": 281.4657872542731, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V2038"", ""lane"": ""4"", ""speed"": 31.156183081833145, ""distance_to_intersection"": 239.677920788611, ""direction"": ""east"", ""destination"": ""E""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V9312', 'vehicle2_id': 'V2038'}, {'vehicle1_id': 'V1775', 'vehicle2_id': 'V7417'}]","['Potential conflict: Vehicle V2038 must yield to Vehicle V9312', 'Potential conflict: Vehicle V1775 must yield to Vehicle V7417']","{'V9312': 1, 'V2038': 2, 'V7417': 3, 'V1775': 4, 'V6112': None}","{'V9312': 0, 'V2038': 2, 'V7417': 0, 'V1775': 0, 'V6112': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9876"", ""lane"": ""4"", ""speed"": 40.81148547208588, ""distance_to_intersection"": 293.8822440447731, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V5070"", ""lane"": ""8"", ""speed"": 75.8677168938641, ""distance_to_intersection"": 198.90301220076367, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V6367"", ""lane"": ""4"", ""speed"": 46.30979300610089, ""distance_to_intersection"": 184.953643078491, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V7929"", ""lane"": ""3"", ""speed"": 20.776058801458145, ""distance_to_intersection"": 394.71145253982286, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V7231"", ""lane"": ""5"", ""speed"": 76.43165542402775, ""distance_to_intersection"": 390.22191392448076, ""direction"": ""south"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V9876': None, 'V5070': None, 'V6367': None, 'V7929': None, 'V7231': None}","{'V9876': 0, 'V5070': 0, 'V6367': 0, 'V7929': 0, 'V7231': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4738"", ""lane"": ""7"", ""speed"": 54.965212539575475, ""distance_to_intersection"": 375.409138105458, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V3993"", ""lane"": ""2"", ""speed"": 55.688058940637234, ""distance_to_intersection"": 154.54088657532247, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V4181"", ""lane"": ""8"", ""speed"": 45.72067117647518, ""distance_to_intersection"": 149.64847278631652, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V6522"", ""lane"": ""1"", ""speed"": 28.246846430960417, ""distance_to_intersection"": 381.34770961444815, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V3993', 'vehicle2_id': 'V4181'}]",['Potential conflict: Vehicle V4181 must yield to Vehicle V3993'],"{'V3993': 1, 'V4181': 2, 'V4738': None, 'V6522': None}","{'V3993': 0, 'V4181': 1, 'V4738': 0, 'V6522': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8567"", ""lane"": ""7"", ""speed"": 52.40151665514917, ""distance_to_intersection"": 105.34955527026102, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V1503"", ""lane"": ""6"", ""speed"": 47.12109485416099, ""distance_to_intersection"": 381.87692436816644, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V6688"", ""lane"": ""8"", ""speed"": 68.97790145335557, ""distance_to_intersection"": 151.1840648564764, ""direction"": ""west"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V8567': None, 'V1503': None, 'V6688': None}","{'V8567': 0, 'V1503': 0, 'V6688': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7777"", ""lane"": ""6"", ""speed"": 47.2345320134074, ""distance_to_intersection"": 222.1236640976318, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V7004"", ""lane"": ""7"", ""speed"": 41.201239488880745, ""distance_to_intersection"": 144.19587578046725, ""direction"": ""west"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V7777': None, 'V7004': None}","{'V7777': 0, 'V7004': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4039"", ""lane"": ""8"", ""speed"": 52.48451992921855, ""distance_to_intersection"": 452.0941814348877, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V6169"", ""lane"": ""5"", ""speed"": 67.55805088504327, ""distance_to_intersection"": 382.523676641014, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V8207"", ""lane"": ""2"", ""speed"": 39.25754744265512, ""distance_to_intersection"": 288.9855624678489, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V9641"", ""lane"": ""8"", ""speed"": 29.632829542392116, ""distance_to_intersection"": 240.23294803808832, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V7404"", ""lane"": ""6"", ""speed"": 76.65511955268383, ""distance_to_intersection"": 366.0451680114809, ""direction"": ""south"", ""destination"": ""A""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V8207', 'vehicle2_id': 'V9641'}]",['Potential conflict: Vehicle V9641 must yield to Vehicle V8207'],"{'V8207': 1, 'V9641': 2, 'V4039': None, 'V6169': None, 'V7404': None}","{'V8207': 0, 'V9641': 0, 'V4039': 0, 'V6169': 0, 'V7404': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3029"", ""lane"": ""1"", ""speed"": 72.32947257404885, ""distance_to_intersection"": 137.84210504680968, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6207"", ""lane"": ""5"", ""speed"": 40.44410065674761, ""distance_to_intersection"": 53.07433417999044, ""direction"": ""south"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V3029': None, 'V6207': None}","{'V3029': 0, 'V6207': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1701"", ""lane"": ""4"", ""speed"": 55.54041401750137, ""distance_to_intersection"": 210.3900264884286, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V8984"", ""lane"": ""6"", ""speed"": 46.9446751629886, ""distance_to_intersection"": 238.04890654435786, ""direction"": ""south"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V1701': None, 'V8984': None}","{'V1701': 0, 'V8984': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1657"", ""lane"": ""2"", ""speed"": 53.65963670059051, ""distance_to_intersection"": 355.6819164823229, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V7045"", ""lane"": ""3"", ""speed"": 68.86482595992501, ""distance_to_intersection"": 166.76893256561482, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V5374"", ""lane"": ""5"", ""speed"": 49.126084295689495, ""distance_to_intersection"": 379.91210758721684, ""direction"": ""south"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V1657', 'vehicle2_id': 'V5374'}]",['Potential conflict: Vehicle V5374 must yield to Vehicle V1657'],"{'V1657': 1, 'V5374': 2, 'V7045': None}","{'V1657': 0, 'V5374': 0, 'V7045': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4471"", ""lane"": ""4"", ""speed"": 44.13475573637961, ""distance_to_intersection"": 65.53750503738873, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V1369"", ""lane"": ""1"", ""speed"": 22.507346871470677, ""distance_to_intersection"": 393.4798066132461, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V1773"", ""lane"": ""7"", ""speed"": 58.98254963295462, ""distance_to_intersection"": 50.440268116587816, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V4146"", ""lane"": ""6"", ""speed"": 61.109528412113036, ""distance_to_intersection"": 160.26856703434305, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V4469"", ""lane"": ""1"", ""speed"": 28.034122327630993, ""distance_to_intersection"": 397.8926001764702, ""direction"": ""north"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V4471', 'vehicle2_id': 'V1773'}]",['Potential conflict: Vehicle V4471 must yield to Vehicle V1773'],"{'V1773': 1, 'V4471': 2, 'V1369': None, 'V4146': None, 'V4469': None}","{'V1773': 0, 'V4471': 0, 'V1369': 0, 'V4146': 0, 'V4469': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4781"", ""lane"": ""1"", ""speed"": 71.77916231513493, ""distance_to_intersection"": 173.36176991610992, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V4228"", ""lane"": ""4"", ""speed"": 58.8077469667861, ""distance_to_intersection"": 316.65233400763356, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V5510"", ""lane"": ""1"", ""speed"": 65.31505011609156, ""distance_to_intersection"": 65.90874758798806, ""direction"": ""north"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V4781': None, 'V4228': None, 'V5510': None}","{'V4781': 0, 'V4228': 0, 'V5510': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3570"", ""lane"": ""8"", ""speed"": 71.78889744963399, ""distance_to_intersection"": 177.78797429158894, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V4838"", ""lane"": ""2"", ""speed"": 57.513970934942385, ""distance_to_intersection"": 383.39581725458476, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V8522"", ""lane"": ""8"", ""speed"": 72.55526489074725, ""distance_to_intersection"": 498.6355915289312, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V8994"", ""lane"": ""3"", ""speed"": 52.90656210401876, ""distance_to_intersection"": 56.42131277516382, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V6631"", ""lane"": ""7"", ""speed"": 54.111705225622266, ""distance_to_intersection"": 290.26752632504383, ""direction"": ""west"", ""destination"": ""D""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V4838', 'vehicle2_id': 'V8522'}]",['Potential conflict: Vehicle V8522 must yield to Vehicle V4838'],"{'V4838': 1, 'V8522': 2, 'V3570': None, 'V8994': None, 'V6631': None}","{'V4838': 0, 'V8522': 2, 'V3570': 0, 'V8994': 0, 'V6631': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3112"", ""lane"": ""3"", ""speed"": 79.99579934388291, ""distance_to_intersection"": 84.14532327076424, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V2417"", ""lane"": ""5"", ""speed"": 44.08757705550384, ""distance_to_intersection"": 127.0402491414255, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V7039"", ""lane"": ""3"", ""speed"": 32.772630547698135, ""distance_to_intersection"": 231.08945345122277, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V5016"", ""lane"": ""7"", ""speed"": 78.17789781189828, ""distance_to_intersection"": 217.68243782298453, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V6040"", ""lane"": ""1"", ""speed"": 39.32759868067036, ""distance_to_intersection"": 223.80061010463987, ""direction"": ""north"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V2417', 'vehicle2_id': 'V5016'}]",['Potential conflict: Vehicle V2417 must yield to Vehicle V5016'],"{'V5016': 1, 'V2417': 2, 'V3112': None, 'V7039': None, 'V6040': None}","{'V5016': 0, 'V2417': 2, 'V3112': 0, 'V7039': 0, 'V6040': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9191"", ""lane"": ""2"", ""speed"": 30.139537356649033, ""distance_to_intersection"": 187.834577530344, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V4564"", ""lane"": ""8"", ""speed"": 57.10260403497903, ""distance_to_intersection"": 339.9110623101231, ""direction"": ""west"", ""destination"": ""C""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V9191', 'vehicle2_id': 'V4564'}]",['Potential conflict: Vehicle V9191 must yield to Vehicle V4564'],"{'V4564': 1, 'V9191': 2}","{'V4564': 0, 'V9191': 1}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3942"", ""lane"": ""5"", ""speed"": 32.629578064221775, ""distance_to_intersection"": 179.86089823853567, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V2875"", ""lane"": ""8"", ""speed"": 20.313988518609342, ""distance_to_intersection"": 77.19489609583394, ""direction"": ""west"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V3942': None, 'V2875': None}","{'V3942': 0, 'V2875': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7153"", ""lane"": ""8"", ""speed"": 78.2685182909529, ""distance_to_intersection"": 282.71103562279825, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V8383"", ""lane"": ""5"", ""speed"": 41.40642751378998, ""distance_to_intersection"": 57.0502128540626, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V7088"", ""lane"": ""5"", ""speed"": 26.450790822063595, ""distance_to_intersection"": 226.04080552867686, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V2365"", ""lane"": ""3"", ""speed"": 58.018151704598466, ""distance_to_intersection"": 403.48812323706676, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V7061"", ""lane"": ""1"", ""speed"": 30.15669656703228, ""distance_to_intersection"": 350.28845874036, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V7153': None, 'V8383': None, 'V7088': None, 'V2365': None, 'V7061': None}","{'V7153': 0, 'V8383': 0, 'V7088': 0, 'V2365': 0, 'V7061': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8144"", ""lane"": ""6"", ""speed"": 35.199746736032736, ""distance_to_intersection"": 145.36973775356643, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V8735"", ""lane"": ""7"", ""speed"": 47.77592292489369, ""distance_to_intersection"": 392.71632900950624, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V5752"", ""lane"": ""4"", ""speed"": 28.2770342100416, ""distance_to_intersection"": 292.85844743509233, ""direction"": ""east"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V8144': None, 'V8735': None, 'V5752': None}","{'V8144': 0, 'V8735': 0, 'V5752': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6536"", ""lane"": ""6"", ""speed"": 30.86745859940084, ""distance_to_intersection"": 356.6312769201117, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V9142"", ""lane"": ""7"", ""speed"": 57.22007469029677, ""distance_to_intersection"": 55.837357016032456, ""direction"": ""west"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V6536': None, 'V9142': None}","{'V6536': 0, 'V9142': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5910"", ""lane"": ""2"", ""speed"": 30.758538269657052, ""distance_to_intersection"": 139.31020247144363, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V8585"", ""lane"": ""1"", ""speed"": 44.43109216385118, ""distance_to_intersection"": 404.1672221377771, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V5910': None, 'V8585': None}","{'V5910': 0, 'V8585': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8206"", ""lane"": ""1"", ""speed"": 54.703781660103296, ""distance_to_intersection"": 104.4941427256251, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V2272"", ""lane"": ""4"", ""speed"": 79.91274829532978, ""distance_to_intersection"": 370.49994603713526, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V8128"", ""lane"": ""6"", ""speed"": 55.99588768623404, ""distance_to_intersection"": 371.0927437455746, ""direction"": ""south"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V8206': None, 'V2272': None, 'V8128': None}","{'V8206': 0, 'V2272': 0, 'V8128': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7876"", ""lane"": ""4"", ""speed"": 72.82726050021682, ""distance_to_intersection"": 495.6578023367642, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V6970"", ""lane"": ""1"", ""speed"": 21.28157587469465, ""distance_to_intersection"": 383.64340782371636, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V7876': None, 'V6970': None}","{'V7876': 0, 'V6970': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8762"", ""lane"": ""3"", ""speed"": 29.284236528045426, ""distance_to_intersection"": 285.8372890764224, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V9793"", ""lane"": ""4"", ""speed"": 66.75066751441719, ""distance_to_intersection"": 155.8789495809907, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V4967"", ""lane"": ""3"", ""speed"": 39.3810930001181, ""distance_to_intersection"": 455.0497398034897, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V8762': None, 'V9793': None, 'V4967': None}","{'V8762': 0, 'V9793': 0, 'V4967': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4353"", ""lane"": ""3"", ""speed"": 58.879117748236965, ""distance_to_intersection"": 255.96000053919536, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V9124"", ""lane"": ""3"", ""speed"": 67.5759908933102, ""distance_to_intersection"": 373.40912092295054, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V9537"", ""lane"": ""1"", ""speed"": 62.8810200290467, ""distance_to_intersection"": 268.22762187655655, ""direction"": ""north"", ""destination"": ""F""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V4353', 'vehicle2_id': 'V9537'}]",['Potential conflict: Vehicle V9537 must yield to Vehicle V4353'],"{'V9537': 1, 'V4353': 2, 'V9124': None}","{'V9537': 0, 'V4353': 2, 'V9124': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1136"", ""lane"": ""1"", ""speed"": 20.29444768346287, ""distance_to_intersection"": 300.3609585242412, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V4121"", ""lane"": ""2"", ""speed"": 79.00346374179234, ""distance_to_intersection"": 152.48538901735782, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V2009"", ""lane"": ""1"", ""speed"": 64.55948022639916, ""distance_to_intersection"": 51.8504556785782, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V3297"", ""lane"": ""7"", ""speed"": 26.80423860661178, ""distance_to_intersection"": 369.0842707818393, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V1136': None, 'V4121': None, 'V2009': None, 'V3297': None}","{'V1136': 0, 'V4121': 0, 'V2009': 0, 'V3297': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V6305"", ""lane"": ""2"", ""speed"": 51.71359761471699, ""distance_to_intersection"": 305.30317753084955, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V1091"", ""lane"": ""4"", ""speed"": 33.50105503971809, ""distance_to_intersection"": 168.7652419300011, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V9427"", ""lane"": ""2"", ""speed"": 65.84404177759886, ""distance_to_intersection"": 462.30074907481367, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V4617"", ""lane"": ""6"", ""speed"": 71.5783408618718, ""distance_to_intersection"": 497.75508816424536, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V7206"", ""lane"": ""8"", ""speed"": 46.3225934008035, ""distance_to_intersection"": 301.0064101613985, ""direction"": ""west"", ""destination"": ""B""}]}",yes,4,"['intersection', 'intersection', 'intersection', 'intersection']","[{'vehicle1_id': 'V6305', 'vehicle2_id': 'V1091'}, {'vehicle1_id': 'V6305', 'vehicle2_id': 'V7206'}, {'vehicle1_id': 'V9427', 'vehicle2_id': 'V7206'}, {'vehicle1_id': 'V4617', 'vehicle2_id': 'V7206'}]","['Potential conflict: Vehicle V6305 must yield to Vehicle V1091', 'Potential conflict: Vehicle V7206 must yield to Vehicle V6305', 'Potential conflict: Vehicle V9427 must yield to Vehicle V7206', 'Potential conflict: Vehicle V4617 must yield to Vehicle V7206']","{'V1091': 1, 'V6305': 2, 'V7206': 3, 'V4617': 4, 'V9427': 5}","{'V1091': 0, 'V6305': 0, 'V7206': 0, 'V4617': 1, 'V9427': 3}"
